591381,4/9/2018,3,CP24,CP8
59402,4/9/2018,5,CP24,CP8
59775,4/9/2018,4,CP24,CP8
59887,4/9/2018,4,CP4,CP8
59943,4/9/2018,4,CP26,CP8
59962,4/9/2018,4,CP26,CP8
59983,4/9/2018,4,CP24,CP8
59986,4/9/2018,4,CP8,CP11
60051,4/9/2018,3,CP26,CP8
60133,4/9/2018,2,CP18,CP5
60530,4/9/2018,2,CP24 ,CP8
60534,4/9/2018,2,CP26,CP8
60883,4/9/2018,1,CP24,CP8
60972,4/9/2018,1,CP26,CP8
60977,4/9/2018,1,CP26,CP8
60978,4/9/2018,1,CP8,CP11
591313,4/10/2018,2,CP11,
59631,4/10/2018,4,CP11,
60913,4/10/2018,1,CP11,
59372,4/11/2018,5,CP12,CP27
59423,4/11/2018,5,CP12,CP12
60066,4/11/2018,3,CP21,CP27
60071,4/11/2018,3,CP12,CP27
60138,4/11/2018,3,CP21,CP27
60361,4/11/2018,2,CP21,CP27
60389,4/11/2018,2,CP12,CP27
60460,4/11/2018,2,CP21,CP27
60531,4/11/2018,2,CP21,CP27
60711,4/11/2018,1,CP12,CP12
60950,4/11/2018,1,CP21,CP27
60968,4/11/2018,1,CP21,CP27
60971,4/11/2018,1,CP12,CP27
59270,4/12/2018,5,CP27,CP18
59871,4/12/2018,4,CP27,CP18
60103,4/12/2018,3,CP27,CP27
60243,4/12/2018,2,CP27,CP27
60273,4/12/2018,2,CP27,CP12
60406,4/12/2018,2,CP27,CP27
60448,4/12/2018,2,CP12,CP27
60510,4/12/2018,2,CP27,CP12
60959,4/12/2018,1,CP27,CP27
60990,4/12/2018,1,CP27,CP27
L9472,4/12/2018,5,CP12,CP27
59462,4/13/2018,4,CP12,CP18
59952,4/13/2018,4,CP12,CP18
59972,4/13/2018,4,CP18,CP18
60535,4/13/2018,2,CP12,CP18
60924,4/13/2018,1,CP18,CP18
60993,4/13/2018,1,CP18,CP18
750039,4/13/2018,5,CP18,CP17
58276,4/14/2018,5,CP17,CP17
58778,4/14/2018,5,CP17,CP17
591239,4/14/2018,3,CP17,CP17
591282,4/14/2018,3,CP3,CP15
59360,4/14/2018,5,CP17,CP3
60512,4/14/2018,2,CP17,CP17
60529,4/14/2018,2,CP3,CP15
60782,4/14/2018,1,CP17,CP17
60886,4/14/2018,1,CP3,CP15
58637,4/15/2018,6,CP15,CP29
59271,4/15/2018,5,CP3,CP15
59273,4/15/2018,4,CP3,CP15
59288,4/15/2018,5,CP3,CP29
59335,4/15/2018,5,CP15,CP30
59352,4/15/2018,5,CP3,CP30
59359,4/15/2018,5,CP3,CP30
59363,4/15/2018,5,CP15,CP30
59375,4/15/2018,5,CP15,CP29
59417,4/15/2018,5,CP15,CP30
59517,4/15/2018,4,CP15,CP29
59936,4/15/2018,4,CP15,CP29
60013,4/15/2018,3,CP3,CP15
60026,4/15/2018,3,CP3,CP29
60044,4/15/2018,3,CP3,CP29
60100,4/15/2018,3,CP17,CP15
60766,4/15/2018,1,CP15,CP29
58609,4/16/2018,5,CP30,CP16
591008,4/16/2018,4,CP29,CP30
59174,4/16/2018,4,CP30,CP30
59401,4/16/2018,4,CP30,CP12
59909,4/16/2018,4,CP30,CP30
59935,4/16/2018,4,CP29,CP30
60017,4/16/2018,3,CP29,CP30
60023,4/16/2018,3,CP29,CP12
60108,4/16/2018,3,CP30,CP16
60381,4/16/2018,2,CP12,CP12
60472,4/16/2018,2,CP29,CP12
60473,4/16/2018,2,CP30,CP12
60475,4/16/2018,2,CP30,CP12
60526,4/16/2018,2,CP29,CP12
60543,4/16/2018,2,CP29,CP30
59389,4/17/2018,5,CP16,CP16
60040,4/17/2018,3,CP12,CP16
60048,4/17/2018,3,CP16,CP16
591340,4/18/2018,3,CP5,CP25
591365,4/18/2018,3,CP5,CP25
59342,4/18/2018,5,CP5,CP31
59406,4/18/2018,5,CP5,CP25
59793,4/18/2018,4,CP5,CP4
59947,4/18/2018,4,CP5,CP7
60012,4/18/2018,3,CP5,CP25
60033,4/18/2018,3,CP5,CP25
60034,4/18/2018,3,CP5,CP7
60037,4/18/2018,3,CP31,CP7
60039,4/18/2018,3,CP5,CP4
60043,4/18/2018,3,CP5,CP7
60062,4/18/2018,3,CP5,CP25
60074,4/18/2018,3,CP5,CP25
601037,4/18/2018,1,CP31,CP7
60137,4/18/2018,3,CP5,CP4
60140,4/18/2018,3,CP31,CP25
60438,4/18/2018,2,CP5,CP25
60441,4/18/2018,2,CP5,CP25
60491,4/18/2018,2,CP5,CP4
60497,4/18/2018,2,CP5,CP4
60936,4/18/2018,1,CP5,CP4
60986,4/18/2018,1,CP5,CP21
58793,4/19/2018,6,CP7,CP20
59321,4/19/2018,5,CP20,CP4
59532,4/19/2018,4,CP7,CP20
59707,4/19/2018,3,CP20,CP4
59891,4/19/2018,4,CP7,CP20
59910,4/19/2018,4,CP7,CP20
60058,4/19/2018,3,CP7,CP20
60348,4/19/2018,2,CP20,CP4
60436,4/19/2018,2,CP20,CP4
58699,4/20/2018,6,CP4,CP31
59977,4/20/2018,4,CP31,CP37
601038,4/20/2018,1,CP31,CP37
59362,4/21/2018,5,CP8,CP33
59892,4/21/2018,4,CP37,CP8
59946,4/21/2018,4,CP8,CP33
59981,4/21/2018,4,CP8,CP33
60499,4/21/2018,1,CP37,CP37
60963,4/21/2018,1,CP8,CP8
750046,4/21/2018,5,CP37,CP8
591330,4/22/2018,3,CP33,CP23
59411,4/22/2018,5,CP11,CP21
59414,4/22/2018,5,CP11,CP23
59484,4/22/2018,5,CP33,CP23
59520,4/22/2018,5,CP33,CP11
59554,4/22/2018,4,CP33,CP11
59945,4/22/2018,4,CP33,CP21
59960,4/22/2018,4,CP33,CP23
59966,4/22/2018,4,CP33,CP23
59991,4/22/2018,4,CP33,CP23
60027,4/22/2018,3,CP33,CP23
60068,4/22/2018,3,CP11,CP23
60077,4/22/2018,3,CP11,CP21
601011,4/22/2018,1,CP11,CP23
601015,4/22/2018,1,CP11,CP23
60476,4/22/2018,2,CP33,CP23
60984,4/22/2018,1,CP33,CP21
60989,4/22/2018,1,CP33,CP23
59054,4/23/2018,4,CP11,CP24
591019,4/23/2018,4,CP24,CP39
59112,4/23/2018,5,CP26,CP28
59329,4/23/2018,5,CP11,CP26
59392,4/23/2018,5,CP21,CP26
59438,4/23/2018,5,CP21,CP26
59480,4/23/2018,5,CP24,CP28
59917,4/23/2018,4,CP26,CP39
59996,4/23/2018,4,CP21,CP26
60080,4/23/2018,3,CP24,CP39
60083,4/23/2018,3,CP21,CP26
601018,4/23/2018,1,CP26,CP24
60148,4/23/2018,3,CP26,CP39
60411,4/23/2018,2,CP21,CP26
60524,4/23/2018,2,CP11,CP26
60981,4/23/2018,1,CP26,CP28
60982,4/23/2018,1,CP11,CP26
60992,4/23/2018,1,CP21,CP26
750015,4/23/2018,5,CP26,CP24
58661,4/24/2018,5,CP24,CP39
601034,4/24/2018,1,CP39,CP41
60402,4/24/2018,2,CP28,CP39
60493,4/24/2018,2,CP27,CP41
58639,4/24/2018,5,CP15,CP5
591067,4/24/2018,3,CP15,CP5
59341,4/25/2018,5,CP15,CP5
59431,4/25/2018,5,CP15,CP5
59474,4/25/2018,5,CP41,CP15
59979,4/25/2018,4,CP15,CP5
60073,4/25/2018,3,CP15,CP5
601022,4/25/2018,1,CP15,CP5
60107,4/25/2018,3,CP15,CP5
60382,4/25/2018,2,CP15,CP5
60388,4/25/2018,2,CP15,CP5
60927,4/25/2018,1,CP41,CP15
60956,4/25/2018,1,CP41,CP15
60970,4/25/2018,1,CP41,CP15
60980,4/25/2018,1,CP15,CP5
591375,4/26/2018,3,CP5,CP3
59348,4/26/2018,5,CP5,CP3
59568,4/26/2018,4,CP3,CP3
59919,4/26/2018,4,CP3,CP3
59942,4/26/2018,4,CP3,CP3
60144,4/26/2018,3,CP5,CP3
60508,4/26/2018,2,CP3,CP3
60988,4/26/2018,1,CP5,CP3
60999,4/26/2018,1,CP5,CP3
59064,4/27/2018,5,CP3,CP18
59493,4/28/2018,5,CP17,CP34
60060,4/28/2018,3,CP17,CP34
60129,4/28/2018,3,CP17,CP17
60150,4/28/2018,3,CP17,CP34
60413,4/28/2018,2,CP17,CP17
60481,4/28/2018,2,CP17,CP17
60544,4/28/2018,2,CP17,CP34
60887,4/28/2018,1,CP17,CP17
750045,4/28/2018,5,CP17,
59030,4/29/2018,5,CP36,CP29
591011,4/29/2018,4,CP17,CP34
591022,4/29/2018,4,CP34,CP34
591024,4/29/2018,4,CP36,CP32
591043,4/29/2018,4,CP34,CP32
59194,4/29/2018,5,CP34,CP29
59326,4/29/2018,5,CP34,CP32
59458,4/29/2018,5,CP36,CP32
59478,4/29/2018,5,CP34,CP29
59522,4/29/2018,5,CP17,CP34
59902,4/29/2018,4,CP34,CP29
59999,4/29/2018,7,CP36,CP32
60081,4/29/2018,3,CP36,CP29
60109,4/29/2018,3,CP36,CP32
60120,4/29/2018,3,CP36,CP32
60492,4/29/2018,2,CP36,CP29
60545,4/29/2018,2,CP36,CP32
60964,4/29/2018,1,CP36,CP32
591103,4/30/2018,3,CP4,CP8
591344,4/30/2018,3,CP29,CP7
59171,4/30/2018,5,CP7,CP8
59415,4/30/2018,4,CP29,CP4
59561,4/30/2018,5,CP36,CP29
59846,4/30/2018,4,CP4,CP8
60049,4/30/2018,3,CP29,CP4
601030,4/30/2018,1,CP36,CP29
60173,4/30/2018,3,CP7,CP8
60489,4/30/2018,2,CP20,CP7
60533,4/30/2018,2,CP4,CP36
60650,4/30/2018,1,CP4,CP8
60771,4/30/2018,2,CP29,CP4
60946,4/30/2018,1,CP29,CP4
60976,4/30/2018,1,CP29,CP7
60985,4/30/2018,1,CP4,CP8
60996,4/30/2018,1,CP4,CP8
59373,6/1/2018,5,CP17,CP36
59575,6/1/2018,5,CP36,CP17
601084,6/1/2018,1,CP36,CP17
60940,6/1/2018,1,CP36,CP17
591058,6/2/2018,4,CP4,CP4
591125,6/2/2018,4,CP4,CP7
59541,6/2/2018,5,CP4,CP4
59957,6/2/2018,4,CP4,CP4
601108,6/2/2018,1,CP17,CP4
60556,6/2/2018,2,CP17,CP17
591052,6/3/2018,4,CP7,CP21
59190,6/3/2018,5,CP7,CP11
59570,6/3/2018,5,CP8,CP8
59610,6/3/2018,5,CP7,CP21
59650,6/3/2018,5,CP7,CP11
60096,6/3/2018,3,CP7,CP8
601055,6/3/2018,1,CP7,CP8
601085,6/3/2018,1,CP7,CP11
601087,6/3/2018,1,CP7,CP11
601091,6/3/2018,1,CP7,CP21
601097,6/3/2018,1,CP7,CP11
601099,6/3/2018,1,CP7,CP11
601109,6/3/2018,1,CP7,CP21
60161,6/3/2018,3,CP7,CP8
60165,6/3/2018,3,CP7,CP11
60306,6/3/2018,3,CP8,CP11
60654,6/3/2018,2,CP8,CP11
60668,6/3/2018,2,CP7,CP8
60680,6/3/2018,2,CP7,CP11
60696,6/3/2018,2,CP7,CP8
591061,6/4/2016,4,CP29,CP38
591130,6/4/2016,4,CP29,CP15
591138,6/4/2016,4,CP21,CP15
591176,6/4/2016,3,CP15,CP15
591189,6/4/2018,4,CP8,CP29
591321,6/4/2018,3,CP29,CP15
591335,6/4/2018,3,CP15,CP38
59508,6/4/2018,5,CP29,CP15
59684,6/4/2018,5,CP11,CP15
59877,6/4/2018,4,CP11,CP29
59993,6/4/2018,4,CP29,CP38
60047,6/4/2018,3,CP29,CP15
601102,6/4/2018,1,CP21,CP29
60145,6/4/2018,3,CP15,CP38
60153,6/4/2018,3,CP21,CP29
60180,6/4/2018,3,CP21,CP29
60233,6/4/2018,3,CP21,CP29
60538,6/4/2018,2,CP21,CP29
60675,6/4/2018,2,CP30,CP38
60683,6/4/2018,2,CP29,CP38
60686,6/4/2018,2,CP29,CP15
60697,6/4/2018,2,CP29,CP38
60725,6/4/2018,2,CP29,CP15
591107,6/5/2018,4,CP35,CP35
591141,6/5/2018,4,CP35,CP35
601007,6/5/2018,1,CP35,CP35
601076,6/5/2018,1,CP15,CP35
591085,6/6/2018,4,CP35,CP33
591201,6/6/2018,4,CP23,CP33
59361,6/6/2018,5,CP23,CP33
59644,6/6/2018,5,CP23,CP33
601024,6/6/2018,1,CP23,CP33
601068,6/6/2018,1,CP23,CP33
601095,6/6/2018,1,CP23,CP33
601101,6/6/2018,1,CP35,CP23
60197,6/6/2018,3,CP23,CP33
60237,6/6/2018,3,CP35,CP33
60276,6/6/2018,3,CP23,CP33
60443,6/6/2018,2,CP35,CP33
60679,6/6/2018,2,CP23,CP33
60693,6/6/2018,2,CP23,CP30
60721,6/6/2018,2,CP23,CP33
61009,6/6/2018,1,CP35,CP35
591007,6/7/2018,4,CP40,CP40
591134,6/7/2018,4,CP33,CP40
591265,6/7/2018,3,CP33,CP40
59266,6/7/2018,5,CP30,CP40
59635,6/7/2018,5,CP30,CP40
601004,6/7/2018,1,CP30,CP30
601075,6/7/2018,1,CP30,CP40
60281,6/7/2018,3,CP23,CP40
60311,6/7/2018,3,CP30,
60312,6/7/2018,3,CP23,CP30
60533,6/7/2018,2,CP30,CP40
60553,6/7/2018,2,CP30,CP40
59083,6/8/2018,5,CP40,CP31
60229,6/8/2018,3,CP40,CP31
601073,6/9/2018,1,CP31,CP39
60278,6/9/2018,2,CP31,CP31
60567,6/9/2018,2,CP31,CP31
60639,6/9/2018,2,CP31,CP39
58835,6/10/2018,6,CP3,CP41
59001,6/10/2018,6,CP31,CP39
59058,6/10/2018,6,CP31,CP39
591027,6/10/2018,4,CP41,CP41
591113,6/10/2018,4,CP3,CP28
591154,6/10/2018,4,CP39,CP3
591184,6/10/2018,4,CP27,CP28
591232,6/10/2018,4,CP41,CP41
59365,6/10/2018,5,CP31,CP31
59620,6/10/2018,5,CP3,CP24
59638,6/10/2018,5,CP3,CP24
59648,6/10/2018,4,CP31,CP3
59667,6/10/2018,5,CP3,CP28
59994,6/10/2018,6,CP41,CP24
60175,6/10/2018,3,CP3,CP24
60242,6/10/2018,3,CP41,CP24
60286,6/10/2018,3,CP27,CP24
60307,6/10/2018,3,CP39,CP27
60412,6/10/2018,2,CP3,CP28
60663,6/10/2018,2,CP41,CP28
60723,6/10/2018,2,CP31,CP31
60726,6/10/2018,2,CP39,CP41
60729,6/10/2018,2,CP3,CP41
60751,6/10/2018,1,CP41,CP28
61024,6/10/2018,1,CP39,CP3
591108,6/11/2018,4,CP28,CP5
59614,6/11/2018,5,CP5,CP34
60085,6/11/2018,3,CP28,CP5
60238,6/11/2018,3,CP41,CP5
60249,6/11/2018,3,CP28,CP5
60573,6/11/2018,2,CP28,CP24
60653,6/11/2018,2,CP24,CP5
60673,6/11/2018,2,CP5,CP34
60678,6/11/2018,2,CP28,CP5
59081,6/12/2018,5,CP34,CP34
591182,6/12/2018,4,CP5,CP34
60722,6/12/2018,2,CP34,CP34
591104,6/13/2018,4,CP18,CP17
591133,6/13/2018,4,CP37,CP18
591175,6/13/2018,4,CP18,
591206,6/13/2018,4,CP18,CP17
59426,6/13/2018,5,CP37,CP18
59553,6/13/2018,5,CP18,CP17
59677,6/13/2018,5,CP18,CP17
59988,6/13/2018,4,CP18,CP17
601079,6/13/2018,1,CP18,CP17
60221,6/13/2018,3,CP18,CP17
60227,6/13/2018,3,CP18,CP17
60230,6/13/2018,3,CP37,CP17
60691,6/13/2018,2,CP18,CP17
60998,6/13/2018,1,CP37,CP17
61014,6/13/2018,1,CP37,CP17
61016,6/13/2018,1,CP18,CP17
61026,6/13/2018,1,CP37,CP18
591136,6/14/2018,4,CP8,CP7
591165,6/14/2018,4,CP4,CP7
59235,6/14/2018,5,CP18,CP4
601000,6/14/2018,1,CP36,CP4
601031,6/14/2018,1,CP36,CP4
601047,6/14/2018,1,CP36,CP4
601082,6/14/2018,1,CP8,CP7
60215,6/14/2018,3,CP36,CP4
60235,6/14/2018,3,CP36,CP4
60244,6/14/2018,3,CP8,CP7
60310,6/14/2018,3,CP36,CP8
60463,6/14/2018,2,CP18,CP4
60490,6/14/2018,2,CP8,CP7
60657,6/14/2018,1,CP36,CP8
60658,6/14/2018,2,CP4,CP7
60661,6/14/2018,2,CP36,CP4
60662,6/14/2018,2,CP36,CP4
60715,6/14/2018,2,CP4,CP7
601103,6/15/2018,1,CP11,CP11
60226,6/15/2018,3,CP8,CP11
61033,6/15/2018,1,CP7,CP11
59586,6/16/2018,5,CP8,CP21
59661,6/16/2018,4,CP8,CP21
3743,6/17/2018,7,CP15,CP3
591135,6/17/2018,4,CP15,CP3
59567,6/17/2018,5,CP15,CP3
59612,6/17/2018,5,CP15,CP3
59791,6/17/2018,4,CP15,CP3
601042,6/17/2018,1,CP15,CP3
60547,6/17/2018,2,CP15,CP3
60707,6/17/2018,2,CP15,CP3
60852,6/17/2018,1,CP15,CP3
61036,6/17/2018,1,CP15,CP3
591111,6/18/2018,4,CP3,CP38
591192,6/18/2018,3,CP3,CP38
60309,6/18/2018,3,CP38,CP38
60773,6/18/2018,1,CP38,CP38
60999,6/18/2018,1,CP38,CP38
61027,6/18/2018,1,CP3,CP38
61030,6/18/2018,1,CP3,CP38
60616,6/19/2018,2,CP38,CP29
60797,6/19/2018,1,CP38,CP29
591077,6/20/2018,4,CP29,CP29
591238,6/20/2018,3,CP29,CP5
591291,6/20/2018,3,CP29,CP5
59193,6/20/2018,6,CP29,CP5
60076,6/20/2018,3,CP29,CP5
60418,6/20/2018,2,CP29,CP5
60644,6/20/2018,2,CP29,CP29
60689,6/20/2018,2,CP29,CP5
60694,6/20/2018,2,CP29,CP5
61021,6/20/2018,1,CP29,CP29
61023,6/20/2018,1,CP29,CP5
61051,6/20/2018,1,CP29,CP5
591016,6/21/2018,4,CP18,CP40
591172,6/21/2018,4,CP5,CP18
591210,6/21/2018,4,CP5,CP18
591212,6/21/2018,4,CP5,CP30
591302,6/21/2018,3,CP5,CP30
591380,6/21/2018,3,CP5,CP18
59396,6/21/2018,5,CP5,CP18
59397,6/21/2018,5,CP18,CP40
59457,6/21/2018,5,CP5,CP18
59507,6/21/2018,5,CP18,CP40
59656,6/21/2018,5,CP5,CP18
601062,6/21/2018,1,CP5,CP18
60162,6/21/2018,3,CP5,CP18
60636,6/21/2018,2,CP18,CP40
60702,6/21/2018,2,CP18,CP40
61038,6/21/2018,1,CP18,CP40
591094,6/22/2018,4,CP35,CP35
591149,6/22/2018,4,CP35,CP35
59781,6/22/2018,5,CP40,CP35
60212,6/22/2018,3,CP40,CP35
58693,6/22/2018,5,CP23,CP33
59033,6/22/2018,5,CP23,CP33
59073,6/22/2018,6,CP23,CP23
591211,6/22/2018,4,CP23,CP33
591226,6/22/2018,4,CP23,CP33
591228,6/22/2018,4,CP23,CP33
591235,6/22/2018,4,CP23,CP33
60225,6/22/2018,3,CP23,CP33
60298,6/22/2018,3,CP23,CP33
60482,6/22/2018,2,CP23,CP33
591150,6/22/2018,4,CP33,CP33
59398,6/22/2018,5,CP33,CP39
60579,6/22/2018,2,CP23,CP33
61041,6/22/2018,1,CP33,CP39
591087,6/22/2018,4,CP39,CP17
601105,6/22/2018,1,CP17,CP41
60659,6/22/2018,1,CP17,CP41
60779,6/22/2018,1,CP39,CP17
61025,6/22/2018,1,CP17,CP41
61053,6/26/2018,1,CP39,CP17
591215,6/27/2018,4,CP41,CP31
591240,6/27/2018,4,CP41,CP31
60234,6/27/2018,3,CP41,CP31
60258,6/27/2018,3,CP31,CP31
60269,6/27/2018,2,CP41,CP31
60277,6/27/2018,3,CP41,CP31
60305,6/27/2018,3,CP41,CP31
60541,6/27/2018,2,CP41,CP31
61015,6/27/2018,1,CP31,CP31
61018,6/27/2018,1,CP31,CP31
61022,6/27/2018,1,CP41,CP31
61048,6/27/2018,1,CP31,CP31
591083,6/28/2018,4,CP34,CP4
591220,6/28/2018,4,CP31,CP34
591242,6/28/2018,4,CP34,CP34
59806,6/28/2018,4,CP31,CP34
60265,6/28/2018,2,CP34,CP4
60302,6/28/2018,3,CP34,CP4
60585,6/28/2018,2,CP34,CP4
60701,6/28/2018,2,CP34,CP4
60719,6/28/2018,2,CP34,CP4
60720,6/28/2018,2,CP34,CP4
60770,6/28/2018,2,CP31,CP34
61004,6/28/2018,1,CP7,CP7
61007,6/28/2018,1,CP31,CP34
60096,6/29/2018,3,CP4,CP8
60173,6/29/2018,3,CP4,CP8
61052,6/29/2018,1,CP8,CP7
61047,6/30/2018,1,CP7,CP7
59545,5/1/2018,4,CP4,
60584,5/1/2018,2,CP8,CP31
58317,5/2/2018,5,CP31,CP31
59339,5/2/2018,5,CP31,CP21
59980,5/2/2018,4,CP31,CP21
60021,5/2/2018,3,CP31,CP11
60079,5/2/2018,3,CP31,CP21
60113,5/2/2018,3,CP31,CP21
60116,5/2/2018,3,CP31,CP21
60127,5/2/2018,3,CP31,CP31
60143,5/2/2018,3,CP31,CP21
60149,5/2/2018,3,CP31,CP31
60518,5/2/2018,2,CP31,CP21
60555,5/2/2018,2,CP31,CP21
60605,5/2/2018,2,CP31,CP21
591088,5/3/2018,4,CP15,CP15
591347,5/3/2018,3,CP21,CP15
59267,5/3/2018,5,CP11,CP11
59985,5/3/2018,4,CP11,CP15
60135,5/3/2018,3,CP11,CP15
60174,5/3/2018,3,CP11,CP31
60292,5/3/2018,1,CP11,CP11
60409,5/3/2018,2,CP11,CP31
60507,5/3/2018,2,CP11,CP15
60525,5/3/2018,2,CP11,CP31
60995,5/3/2018,1,CP15,CP15
591239,5/4/2018,3,CP30,CP40
60536,5/4/2018,2,CP15,CP30
60583,5/4/2018,2,CP15,CP30
591029,5/5/2018,4,CP38,CP38
59558,5/5/2018,5,CP38,CP38
59856,5/5/2018,4,CP40,CP38
60498,5/5/2018,2,CP40,CP40
591041,5/6/2018,4,CP38,CP5
59527,5/6/2018,5,CP38,CP5
601010,5/6/2018,1,CP38,CP5
601012,5/6/2018,1,CP38,CP5
601014,5/6/2018,1,CP40,CP5
601048,5/6/2018,1,CP40,CP5
601049,5/6/2018,1,CP38,CP5
60124,5/6/2018,3,CP38,CP5
60500,5/6/2018,2,CP40,CP5
60520,5/6/2018,2,CP38,CP5
60554,5/6/2018,2,CP40,CP5
60576,5/6/2018,1,CP38,CP5
59524,5/7/2018,5,CP40,CP5
60184,5/7/2018,3,CP5,CP5
60405,5/7/2018,2,CP40,CP5
60421,5/7/2018,2,CP5,CP35
60496,5/7/2018,1,CP5,CP35
60575,5/7/2018,2,CP5,CP35
60604,5/7/2018,2,CP40,CP5
591383,5/8/2018,3,CP35,
59418,5/8/2018,5,CP35,CP3
60991,5/8/2018,1,CP35,CP3
591031,5/9/2018,4,CP18,CP17
591092,5/9/2018,4,CP18,CP33
591101,5/9/2018,3,CP18,CP17
59320,5/9/2018,4,CP18,CP17
59383,5/9/2018,5,CP3,CP33
59451,5/9/2018,5,CP18,CP17
59542,5/9/2018,5,CP18,CP33
59550,5/9/2018,5,CP18,CP33
60054,5/9/2018,3,CP3,CP33
601009,5/9/2018,1,CP18,CP33
601019,5/9/2018,1,CP3,CP33
601020,5/9/2018,1,CP3,CP33
601026,5/9/2018,1,CP18,CP33
601027,5/9/2018,1,CP18,CP17
60183,5/9/2018,3,CP3,CP33
60572,5/9/2018,2,CP18,CP33
60590,5/9/2018,2,CP18,CP33
60641,5/9/2018,1,CP35,CP33
60666,5/9/2018,1,CP18,CP33
60846,5/9/2018,1,CP18,CP33
58727,5/10/2018,6,CP17,CP23
591021,5/10/2018,4,CP17,CP4
591030,5/10/2018,4,CP17,CP4
591060,5/10/2018,4,CP17,CP23
591082,5/10/2018,4,CP17,CP23
591348,5/10/2018,2,CP4,CP7
59399,5/10/2018,5,CP4,CP39
59523,5/10/2018,5,CP17,CP4
59911,5/10/2018,4,CP17,CP4
601003,5/10/2018,1,CP17,CP23
601029,5/10/2018,1,CP4,CP39
60179,5/10/2018,3,CP17,CP23
60211,5/10/2018,2,CP4,CP39
60318,5/10/2018,2,CP4,CP7
60320,5/10/2018,2,CP17,CP4
60367,5/10/2018,2,CP4,CP7
60551,5/10/2018,2,CP17,CP23
60600,5/10/2018,2,CP17,CP4
60603,5/10/2018,2,CP17,CP4
60628,5/10/2018,2,CP4,CP7
60631,5/10/2018,2,CP17,CP23
60633,5/10/2018,2,CP17,CP23
60634,5/10/2018,2,CP33,CP23
59141,5/11/2018,5,CP8,CP39
60467,5/11/2018,2,CP9,CP39
59707,5/12/2018,3,CP8,CP24
59892,5/12/2018,4,CP8,CP24
601040,5/12/2018,1,CP24,CP27
601064,5/12/2018,1,CP8,CP24
59059,5/13/2018,5,CP27,CP11
591005,5/13/2018,4,CP26,CP15
591068,5/13/2018,4,CP27,CP21
59378,5/13/2018,5,CP26,CP11
601002,5/13/2018,1,CP27,CP15
601013,5/13/2018,1,CP11,CP15
601017,5/13/2018,1,CP26,CP21
601044,5/13/2018,1,CP27,CP15
601046,5/13/2018,1,CP11,CP15
601056,5/13/2018,1,CP27,CP21
601057,5/13/2018,1,CP27,CP21
60157,5/13/2018,3,CP27,CP21
60283,5/13/2018,2,CP27,CP21
60295,5/13/2018,2,CP26,CP21
60439,5/13/2018,2,CP27,CP21
60515,5/13/2018,2,CP27,CP21
60540,5/13/2018,2,CP26,CP11
60613,5/13/2018,2,CP27,CP21
60620,5/13/2018,2,CP11,CP24
591091,5/14/2018,4,CP28,CP41
59659,5/14/2018,3,CP15,CP28
60046,5/14/2018,3,CP11,CP28
601058,5/14/2018,1,CP28,CP41
60112,5/14/2018,3,CP28,CP41
